Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4881,2909,156,21898,"2865.74","0.205%","131.21673","247.77","208.95","1933.5"
Social-Service,4340,95,61,19539,"569.12","0.000%","128.97857","93.05","206.44","738.7"
Submission-Service,4318,79,63,872,"16.82","0.000%","144.86530","1087.32","231.30","7685.9"
Assessment-Service,4298,75,62,193,"12.20","0.000%","144.76742","74.05","232.56","523.8"
Users-Service,4297,77,62,195,"13.58","0.000%","144.93389","134.33","231.27","949.1"
Competitive-Service,4292,77,62,474,"19.66","0.000%","145.09313","87.80","233.23","619.7"
TOTAL,26426,603,61,21898,"1665.89","0.038%","710.41454","1439.20","1136.46","2074.5"
