Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4433,2987,176,15667,"2228,52","0,090%","120,79348","227,86","192,58","1931,6"
Social-Service,3930,107,66,6125,"118,39","0,000%","113,35775","81,78","181,44","738,7"
Submission-Service,3913,101,69,538,"25,66","0,000%","131,13710","984,28","209,38","7685,8"
Assessment-Service,3897,108,67,459,"36,53","0,000%","130,82010","66,93","210,16","523,9"
Users-Service,3878,270,67,3077,"370,94","0,000%","129,91625","120,37","207,31","948,7"
Competitive-Service,3843,99,66,524,"25,52","0,000%","129,99797","78,66","208,96","619,6"
TOTAL,23894,666,66,15667,"1475,54","0,017%","651,08041","1320,99","1041,75","2077,6"
