Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4650,2212,179,12999,"1616,87","0,086%","133,19584","251,25","212,36","1931,6"
Social-Service,4273,123,66,1592,"62,05","0,000%","142,89536","103,08","228,72","738,7"
Submission-Service,4248,119,67,1351,"47,91","0,000%","142,47384","1069,34","227,49","7685,7"
Assessment-Service,4214,143,66,2413,"127,14","0,000%","141,68040","72,43","227,60","523,5"
Users-Service,4201,165,66,2411,"104,43","0,000%","141,35262","130,96","225,56","948,7"
Competitive-Service,4168,117,65,1263,"51,67","0,000%","140,85840","85,21","226,42","619,4"
TOTAL,25754,509,65,12999,"1057,13","0,016%","737,70445","1498,23","1180,39","2079,7"
