Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4250,1439,169,9441,"1279,31","0,024%","133,12451","251,03","212,38","1931,0"
Social-Service,4061,112,67,810,"42,90","0,000%","135,99679","98,11","217,67","738,7"
Submission-Service,4043,109,68,3038,"62,97","0,000%","131,93017","990,17","210,65","7685,4"
Assessment-Service,4016,113,65,902,"43,54","0,000%","135,35558","69,21","217,44","523,6"
Users-Service,3999,123,68,764,"52,35","0,000%","134,97823","125,02","215,39","948,5"
Competitive-Service,3979,110,67,372,"35,06","0,000%","134,77628","81,54","216,64","619,5"
TOTAL,24348,345,65,9441,"735,56","0,004%","762,66249","1549,02","1220,49","2079,8"
