Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,5032,4061,160,27914,"3373.16","1.431%","124.97206","237.79","196.56","1948.4"
Social-Service,4211,125,62,11808,"524.51","0.000%","118.47288","85.50","189.63","739.0"
Submission-Service,4182,81,64,205,"12.36","0.000%","140.04889","1051.21","223.61","7686.1"
Assessment-Service,4172,77,62,749,"16.73","0.000%","139.89672","71.60","224.74","524.1"
Users-Service,4152,80,62,311,"18.47","0.000%","139.60995","129.39","222.78","949.0"
Competitive-Service,4133,79,62,278,"18.77","0.000%","139.75113","84.61","224.64","620.0"
TOTAL,25882,861,62,27914,"2174.73","0.278%","642.79151","1303.59","1025.78","2076.7"
