Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,3732,1757,175,10173,"1622,87","0,134%","105,03504","198,20","167,38","1932,3"
Social-Service,3396,101,65,1917,"45,88","0,000%","113,60899","81,96","181,84","738,8"
Submission-Service,3381,93,66,370,"24,42","0,000%","113,49065","851,82","181,21","7685,8"
Assessment-Service,3369,102,66,711,"45,64","0,000%","113,30082","57,94","182,01","523,6"
Users-Service,3353,782,67,8178,"1284,42","0,060%","112,97170","104,78","180,16","949,8"
Competitive-Service,3346,94,66,374,"26,60","0,000%","113,17436","68,49","181,92","619,7"
TOTAL,20577,510,65,10173,"1073,71","0,034%","579,12809","1174,37","926,48","2076,5"
