Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4083,4511,152,23675,"4170.48","0.196%","113.84993","214.95","181.31","1933.3"
Social-Service,3348,122,62,8176,"228.77","0.000%","95.98899","69.29","153.64","739.2"
Submission-Service,3336,82,63,220,"18.55","0.000%","111.66153","838.13","178.29","7686.1"
Assessment-Service,3316,82,62,254,"26.33","0.000%","111.44720","57.04","179.03","524.1"
Users-Service,3313,77,62,201,"15.60","0.000%","111.53380","103.37","177.97","949.0"
Competitive-Service,3302,76,61,214,"15.50","0.000%","111.37721","67.44","179.03","620.0"
TOTAL,20698,961,61,23675,"2556.94","0.039%","577.14079","1169.24","923.21","2074.5"
