Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,2669,5017,171,23527,"3926.80","0.000%","70.00839","1295.40","110.28","18947.6"
Social-Service,2199,69,60,150,"6.39","0.000%","73.58206","53.09","117.77","738.8"
Submission-Service,2192,70,62,201,"7.13","0.000%","73.54224","552.01","117.42","7686.2"
Assessment-Service,2183,76,62,196,"10.91","0.000%","73.53635","37.63","118.13","524.0"
Users-Service,2178,72,62,183,"7.80","0.000%","73.57611","68.22","117.41","949.4"
Competitive-Service,2176,74,61,574,"38.11","0.000%","73.50855","44.50","118.16","619.9"
TOTAL,13597,1043,60,23527,"2623.98","0.000%","356.65198","1885.42","569.30","5413.3"
