Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,2588,4294,173,24646,"4165.25","0.000%","64.57730","1194.90","101.72","18947.4"
Social-Service,2213,70,61,217,"9.53","0.000%","74.01833","53.43","118.47","739.2"
Submission-Service,2209,71,62,208,"7.40","0.000%","74.14244","556.52","118.38","7686.3"
Assessment-Service,2206,79,64,427,"23.33","0.000%","74.27109","37.99","119.31","523.8"
Users-Service,2201,75,62,219,"11.65","0.000%","74.11773","68.69","118.27","949.0"
Competitive-Service,2196,72,62,212,"10.31","0.000%","74.17666","44.91","119.23","620.0"
TOTAL,13613,876,61,24646,"2457.74","0.000%","435.30355","1760.73","542.26","5307.9"
