Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4810,3868,153,33709,"4259.15","0.146%","127.15113","240.06","202.60","1933.3"
Social-Service,4064,80,61,5426,"107.43","0.000%","127.31830","91.88","203.78","739.0"
Submission-Service,4049,80,62,182,"13.31","0.000%","135.73129","1018.79","216.72","7686.1"
Assessment-Service,4038,75,62,176,"11.54","0.000%","135.76304","69.47","218.10","524.0"
Users-Service,4030,77,62,184,"13.48","0.000%","135.63543","125.71","216.43","949.1"
Competitive-Service,4018,76,61,166,"13.16","0.000%","135.70657","82.19","218.14","620.2"
TOTAL,25009,807,61,33709,"2392.10","0.028%","661.10656","1338.67","1057.65","2073.5"
