Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,5160,3775,155,32010,"4955.82","0.446%","122.69647","231.93","194.91","1935.6"
Social-Service,4461,80,61,11653,"201.51","0.000%","149.59759","107.99","239.44","739.2"
Submission-Service,4444,78,63,203,"11.19","0.000%","149.27780","1120.44","238.35","7685.9"
Assessment-Service,4426,74,61,196,"10.18","0.000%","149.08380","76.32","239.49","524.2"
Users-Service,4405,76,63,193,"12.20","0.000%","148.76228","137.88","237.38","949.1"
Competitive-Service,4381,75,62,706,"16.61","0.000%","148.31742","89.82","238.41","620.1"
TOTAL,27277,776,61,32010,"2598.16","0.084%","648.60302","1315.68","1037.08","2077.2"
