Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,3563,5570,82,26858,"4332.39","1.123%","89.39459","1638.66","139.23","18770.6"
Social-Service,2802,83,30,1741,"92.04","2.498%","93.70924","72.96","146.24","797.3"
Submission-Service,2797,84,33,2684,"112.72","0.143%","92.75103","695.57","147.88","7679.3"
Assessment-Service,2786,74,63,505,"18.18","0.000%","93.67540","47.94","150.48","524.1"
Users-Service,2774,73,63,209,"8.12","0.000%","93.45731","86.62","149.13","949.1"
Competitive-Service,2768,71,32,217,"8.12","0.072%","93.54512","56.82","150.26","622.0"
TOTAL,17490,1196,30,26858,"2953.10","0.663%","438.81878","2362.15","695.73","5512.2"
