Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,2190,4026,169,26352,"4793.74","0.000%","56.58038","1046.94","89.13","18947.6"
Social-Service,1909,70,61,308,"10.43","0.000%","63.87820","46.10","102.24","739.0"
Submission-Service,1905,71,62,178,"7.49","0.000%","63.86402","479.37","101.97","7686.2"
Assessment-Service,1901,76,62,288,"13.96","0.000%","63.86267","32.68","102.59","524.0"
Users-Service,1898,72,63,174,"7.78","0.000%","63.95310","59.26","102.05","948.9"
Competitive-Service,1892,71,62,151,"7.34","0.000%","63.91460","38.71","102.74","620.2"
TOTAL,11695,813,61,26352,"2585.12","0.000%","302.14954","1552.14","482.37","5260.3"
