Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4847,4648,158,27026,"4169.78","1.465%","129.75853","246.94","204.02","1948.7"
Social-Service,4015,179,61,13332,"941.41","0.000%","116.66425","84.18","186.73","738.9"
Submission-Service,3961,78,63,184,"11.42","0.000%","132.64794","995.66","211.80","7686.2"
Assessment-Service,3925,74,61,198,"11.31","0.000%","131.75120","67.40","211.65","523.8"
Users-Service,3914,76,61,180,"13.48","0.000%","131.55860","121.93","209.93","949.0"
Competitive-Service,3877,75,61,171,"12.40","0.000%","130.59588","79.07","209.92","620.0"
TOTAL,24539,996,61,27026,"2619.88","0.289%","656.93098","1334.13","1048.21","2079.6"
