Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,1200,2087,168,11746,"2422.46","0.000%","35.47043","656.32","55.87","18947.5"
Social-Service,1111,70,61,196,"7.67","0.000%","37.20697","26.86","59.55","739.3"
Submission-Service,1109,71,63,144,"6.97","0.000%","37.21477","279.33","59.42","7686.1"
Assessment-Service,1108,87,63,256,"26.24","0.000%","37.25121","19.06","59.84","523.9"
Users-Service,1105,72,62,273,"9.68","0.000%","37.26687","34.53","59.47","948.7"
Competitive-Service,1101,71,62,183,"7.84","0.000%","37.27781","22.56","59.92","619.8"
TOTAL,6734,433,61,11746,"1280.41","0.000%","199.04821","992.79","317.82","5107.4"
