Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,5139,3963,153,22112,"3229.52","1.654%","138.38324","263.65","217.17","1951.0"
Social-Service,4348,109,61,18346,"459.60","0.000%","122.83180","88.63","196.60","738.8"
Submission-Service,4305,77,62,760,"14.87","0.000%","143.97512","1080.63","229.88","7685.8"
Assessment-Service,4287,73,61,189,"9.79","0.000%","143.79151","73.58","230.99","524.0"
Users-Service,4266,75,61,196,"12.51","0.000%","143.43353","132.91","228.88","948.9"
Competitive-Service,4252,74,61,184,"11.63","0.000%","143.41608","86.81","230.53","619.8"
TOTAL,26597,832,61,22112,"2097.26","0.320%","716.20530","1453.05","1142.47","2077.5"
