Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,1588,3477,168,27046,"4242.90","0.000%","44.37738","821.14","69.90","18947.7"
Social-Service,1408,69,61,146,"7.64","0.000%","47.13444","34.04","75.44","739.5"
Submission-Service,1403,70,63,180,"7.08","0.000%","47.10741","353.59","75.22","7686.2"
Assessment-Service,1399,80,64,222,"19.98","0.000%","47.09328","24.10","75.65","524.1"
Users-Service,1398,71,62,153,"7.67","0.000%","47.11354","43.66","75.18","949.0"
Competitive-Service,1394,70,62,216,"6.65","0.000%","47.10096","28.51","75.71","619.8"
TOTAL,8590,702,61,27046,"2252.74","0.000%","240.05142","1223.64","383.25","5219.8"
