Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,3571,2741,158,19237,"4167.92","0.000%","96.50830","182.01","154.00","1931.3"
Social-Service,3265,76,62,920,"20.21","0.000%","109.70734","79.17","175.60","739.0"
Submission-Service,3230,78,64,202,"11.99","0.000%","108.76520","816.38","173.66","7686.1"
Assessment-Service,3201,75,62,185,"11.97","0.000%","108.11998","55.32","173.69","523.9"
Users-Service,3190,77,62,232,"13.14","0.000%","107.94532","100.00","172.25","948.6"
Competitive-Service,3180,76,62,583,"15.59","0.000%","107.86974","65.30","173.39","619.9"
TOTAL,19637,561,62,19237,"2053.18","0.000%","530.70104","1077.06","849.29","2078.2"
