Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4898,3328,151,18946,"2804.96","0.653%","120.54835","228.24","191.10","1938.8"
Social-Service,4292,102,61,10527,"434.40","0.000%","129.37453","93.35","207.08","738.9"
Submission-Service,4263,76,62,188,"10.19","0.000%","142.70411","1071.09","227.85","7685.8"
Assessment-Service,4243,72,61,220,"9.57","0.000%","142.48774","72.88","228.90","523.8"
Users-Service,4226,75,61,196,"13.22","0.000%","142.16033","131.76","226.85","949.1"
Competitive-Service,4208,75,62,159,"13.49","0.000%","141.86023","85.88","228.03","619.9"
TOTAL,26130,689,61,18946,"1764.24","0.122%","643.10502","1304.47","1027.90","2077.1"
