Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,4916,3090,154,21411,"2618.57","0.793%","132.91156","251.85","210.40","1940.4"
Social-Service,4324,96,62,10305,"314.05","0.023%","121.98494","88.10","195.20","739.6"
Submission-Service,4297,81,63,6426,"97.80","0.000%","126.38979","948.66","201.80","7686.0"
Assessment-Service,4284,76,62,331,"15.48","0.000%","143.83079","73.60","231.06","524.0"
Users-Service,4259,77,62,308,"14.93","0.000%","143.31382","132.81","228.69","949.0"
Competitive-Service,4231,77,61,691,"19.82","0.000%","142.75110","86.41","229.46","619.8"
TOTAL,26311,644,61,21411,"1635.28","0.152%","711.35804","1443.51","1136.66","2077.9"
