Label,# Samples,Average,Min,Max,Std. Dev.,Error %,Throughput,Received KB/sec,Sent KB/sec,Avg. Bytes
Challenge-Service,3874,341,155,1797,"150.09","0.000%","127.38393","240.20","203.27","1930.9"
Social-Service,3855,73,61,207,"10.53","0.000%","128.98153","93.09","206.45","739.1"
Submission-Service,3836,74,62,294,"11.18","0.000%","128.73347","966.25","205.55","7685.9"
Assessment-Service,3823,73,61,163,"8.80","0.000%","128.56038","65.75","206.53","523.7"
Users-Service,3800,74,61,196,"10.78","0.000%","128.06255","118.67","204.35","948.9"
Competitive-Service,3777,73,61,200,"10.57","0.000%","127.71785","77.29","205.30","619.7"
TOTAL,22965,119,61,1797,"118.05","0.000%","755.12955","1533.67","1208.51","2079.7"
